,,,,NFL Fantasy Football Stats - 2021/2022 Season Actuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,© FantasyCube.com,,
R. Gage,WR,TB,11,Q,,108,-,108,127,-,127,122,-,122,53%,14,,0,0,0,0,0,0,0,0,0,0,0,0,94,66,770,4,37,0,0,0,2,2,97,6.9,
R. Burkhead,RB,Hou,6,,,222,-,222,227,-,227,220,-,220,2%,16,,0,1,0,0,0,0,0,0,122,427,3,30,32,25,186,0,9,0,0,0,1,0,79,5.0,
D. Johnson,RB,Cle,9,,,195,-,195,208,-,208,212,-,212,3%,17,,0,0,0,0,0,0,0,0,100,534,3,24,25,19,137,0,7,139,0,0,1,0,85,5.0,
M. Ingram II,RB,NO,14,,,188,-,188,166,-,166,164,-,164,17%,14,,0,0,0,0,0,0,0,0,160,554,2,22,35,27,162,0,9,0,0,0,1,1,82,5.8,
R. Woods,WR,Ten,6,,,107,-,107,101,-,101,102,-,102,75%,9,,0,0,0,0,0,0,0,0,8,46,1,1,69,45,556,4,34,0,0,1,0,0,92,10.2,
M. White,QB,NYJ,10,,,400,-,400,400,-,400,400,-,400,0%,4,,88,44,953,5,8,0,4,49,5,-1,0,2,0,0,0,0,0,0,0,1,0,0,52,13.0,
C. Sutton,WR,Den,9,,,48,-,48,36,-,36,41,-,41,97%,17,,1,0,16,0,0,0,0,1,0,0,0,0,98,58,776,2,35,0,0,1,0,0,92,5.4,
D. Lock,QB,Sea,11,,,290,-,290,252,-,252,271,-,271,2%,6,,67,44,787,2,2,0,9,32,10,53,2,5,1,1,1,0,0,0,0,0,2,1,53,8.8,
K. Hunt,RB,Cle,9,,,90,-,90,88,-,88,70,-,70,89%,8,,0,0,0,0,0,0,0,0,78,386,5,22,27,22,174,0,10,0,0,1,0,0,88,11.0,
E. Moore,WR,NYJ,10,,,72,-,72,66,-,66,71,-,71,89%,11,,0,0,0,0,0,0,0,0,5,54,1,3,77,43,538,5,24,0,0,0,0,0,95,8.7,
D. Carter,WR,LAC,8,,,400,-,400,400,-,400,400,-,400,0%,17,,0,0,0,0,0,0,0,0,10,89,0,4,44,24,296,3,17,1038,1,0,1,0,63,3.7,
T. Johnson,RB,NYJ,10,,,400,-,400,275,-,275,257,-,257,0%,16,,0,0,0,0,0,0,0,0,61,238,2,13,55,34,372,2,20,57,0,0,1,1,83,5.2,
P. Freiermuth,TE,Pit,9,,,114,-,114,113,-,113,109,-,109,86%,16,,0,0,0,0,0,0,0,0,0,0,0,0,79,60,497,7,34,0,0,1,1,1,92,5.7,
M. Hardman,WR,KC,8,,,199,-,199,172,-,172,163,-,163,30%,17,,0,0,0,0,0,0,0,0,8,46,0,2,83,59,693,2,33,192,0,0,2,2,82,4.8,
T. Lance,QB,SF,9,,,89,-,89,95,-,95,97,-,97,93%,6,,41,30,603,5,2,0,4,27,38,168,1,8,0,0,0,0,0,0,0,1,0,0,67,11.2,
Z. Moss,RB,Buf,7,,,340,-,340,213,-,213,223,-,223,3%,13,,0,0,0,0,0,0,0,0,96,345,4,22,32,23,197,1,12,0,0,0,2,1,82,6.3,
K. Raymond,WR,Det,6,,,400,-,400,375,-,375,376,-,376,0%,16,,0,0,0,0,0,0,0,0,4,28,0,2,71,48,576,4,28,236,0,0,0,0,84,5.3,
D. Foreman,RB,Car,13,,,175,-,175,178,-,178,177,-,177,11%,9,,0,0,0,0,0,0,0,0,133,566,3,22,11,9,123,0,6,0,0,0,2,1,85,9.4,
E. Sanders,WR,Buf,7,NA,,255,-,255,400,-,400,400,-,400,1%,14,,0,0,0,0,0,0,0,0,2,31,0,2,72,42,626,4,31,0,0,0,0,0,90,6.4,
B. Scott,RB,Phi,7,,,202,-,202,189,-,189,202,-,202,4%,16,,0,0,0,0,0,0,0,0,87,373,7,24,16,13,83,0,3,13,0,0,1,1,86,5.4,
N. Fant,TE,Sea,11,,,179,-,179,144,-,144,146,-,146,26%,16,,0,0,0,0,0,0,0,0,0,0,0,0,90,68,670,4,29,0,0,0,0,0,91,5.7,
G. Davis,WR,Buf,7,,,63,-,63,51,-,51,74,-,74,94%,16,,0,0,0,0,0,0,0,0,0,0,0,0,63,35,549,6,29,0,0,0,0,0,91,5.7,
J. McKissic,RB,Was,14,Q,,137,-,137,160,-,160,123,-,123,31%,11,,0,0,0,0,0,0,0,0,48,212,2,14,53,43,397,2,15,0,0,0,0,0,85,7.7,
T. Hockenson,TE,Det,6,,,86,-,86,79,-,79,82,-,82,98%,12,,0,0,0,0,0,0,0,0,0,0,0,0,84,61,583,4,32,0,0,1,0,0,84,7.0,
T. Higbee,TE,LAR,7,,,134,-,134,146,-,146,152,-,152,54%,15,,0,0,0,0,0,0,0,0,0,0,0,0,85,61,560,5,33,0,0,0,1,0,86,5.7,
N. Hines,RB,Ind,14,,,103,-,103,139,-,139,106,-,106,65%,17,,0,0,0,0,0,0,0,0,56,276,2,15,57,40,310,1,15,240,0,0,1,2,73,4.3,
J. Cook,TE,LAC,8,NA,,324,-,324,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,0,0,0,0,83,48,564,4,31,0,0,2,0,0,84,5.3,
J. Landry,WR,NO,14,,,155,-,155,151,-,151,129,-,129,36%,12,,0,0,0,0,0,0,1,0,6,40,2,4,87,52,570,2,29,0,0,0,3,2,81,6.8,
O. Beckham Jr.,WR,LAR,7,NA,,225,-,225,400,-,400,400,-,400,14%,14,,0,0,0,0,0,0,0,0,2,14,0,1,82,44,537,5,27,0,0,0,0,0,85,6.1,
R. Anderson,WR,Car,13,Q,,184,-,184,177,-,177,162,-,162,12%,17,,0,0,0,0,0,0,0,0,3,36,0,1,110,53,519,5,27,0,0,0,0,0,86,5.0,
C. McCoy,QB,Ari,13,,,400,-,400,400,-,400,400,-,400,0%,8,,74,25,740,3,1,0,6,39,22,37,0,6,0,0,0,0,0,0,0,0,4,1,42,5.3,
K. Drake,RB,LV,6,NA,,279,-,279,400,-,400,400,-,400,3%,12,,0,0,0,0,0,0,0,0,63,254,2,15,40,30,291,1,12,192,0,0,0,0,73,6.0,
D. Waller,TE,LV,6,Q,,51,-,51,52,-,52,54,-,54,99%,11,,0,0,0,0,0,0,0,0,0,0,0,0,93,55,665,2,31,0,0,0,0,0,79,7.1,
C. Beasley,WR,Buf,7,NA,,325,-,325,400,-,400,400,-,400,1%,16,,0,1,0,0,0,0,0,0,0,0,0,0,112,82,693,1,34,0,0,1,1,0,77,4.8,
D. Duvernay,WR,Bal,10,,,400,-,400,265,-,265,263,-,263,9%,16,,0,0,0,0,0,0,0,0,7,50,0,3,47,33,272,2,14,1036,0,0,0,0,44,2.8,
A. Brown,WR,TB,11,NA,,319,-,319,400,-,400,400,-,400,1%,7,,0,0,0,0,0,0,0,0,1,6,0,0,62,42,545,4,29,0,0,0,0,0,79,11.3,
D. Peoples-Jones,WR,Cle,9,,,232,-,232,191,-,191,191,-,191,4%,14,,0,0,0,0,0,0,0,0,0,0,0,0,58,34,597,3,26,95,0,0,1,1,76,5.4,
J. Johnson,QB,Den,9,,,400,-,400,400,-,400,400,-,400,0%,4,,57,28,638,5,2,0,3,39,9,28,0,1,0,0,0,0,0,0,0,1,2,0,48,12.1,
Q. Watkins,WR,Phi,7,,,400,-,400,251,-,251,247,-,247,1%,17,,0,0,0,0,0,0,0,0,1,3,0,0,62,43,647,1,25,138,0,1,0,0,73,4.3,
R. Jones II,RB,KC,8,,,203,-,203,188,-,188,194,-,194,24%,16,,0,0,0,0,0,0,0,0,101,428,4,25,13,10,64,0,2,0,0,0,2,2,69,4.3,
A. Abdullah,RB,LV,6,,,400,-,400,271,-,271,256,-,256,4%,17,,0,0,0,0,0,0,0,0,51,166,0,8,53,38,289,1,13,646,0,0,0,0,52,3.0,
C. Uzomah,TE,NYJ,10,,,280,-,280,232,-,232,231,-,231,2%,16,,0,0,0,0,0,0,0,0,0,0,0,0,63,49,493,5,24,0,0,0,0,0,79,5.0,
J. Jackson,RB,Det,6,,,400,-,400,268,-,268,270,-,270,0%,14,,0,0,0,0,0,0,0,0,68,364,2,18,25,22,178,0,8,0,0,0,1,1,64,4.6,
T. Conklin,TE,NYJ,10,,,329,-,329,264,-,264,264,-,264,2%,17,,0,0,0,0,0,0,0,0,0,0,0,0,87,61,593,3,26,0,0,0,1,0,77,4.5,
B. Edwards,WR,Atl,14,,,269,-,269,226,-,226,224,-,224,1%,16,,0,0,0,0,0,0,0,0,1,0,0,0,59,34,571,3,26,0,0,0,1,0,75,4.7,
L. Shenault Jr.,WR,Jax,11,,,260,-,260,216,-,216,210,-,210,2%,16,,0,0,0,0,0,0,0,0,11,41,0,2,100,63,619,0,30,0,0,0,1,1,64,4.0,
J. Howard,RB,Phi,7,NA,,330,-,330,400,-,400,400,-,400,0%,7,,0,0,0,0,0,0,0,0,86,406,3,24,5,2,19,0,2,0,0,0,0,0,61,8.6,
G. Everett,TE,LAC,8,,,153,-,153,148,-,148,153,-,153,23%,15,,0,0,0,0,0,0,0,0,3,20,0,2,63,48,478,4,26,0,0,0,2,2,70,4.7,
D. Dallas,RB,Sea,11,,,400,-,400,317,-,317,304,-,304,1%,17,,0,0,0,0,0,0,0,0,33,138,2,10,23,21,133,0,4,764,0,0,1,0,39,2.3,
R. Moore,WR,Ari,13,,,158,-,158,152,-,152,130,-,130,29%,14,,0,0,0,0,0,0,0,0,18,76,0,2,64,54,435,1,18,462,0,0,1,1,55,3.9,
D. Parker,WR,NE,10,,,135,-,135,140,-,140,128,-,128,42%,10,,0,0,0,0,0,0,0,0,0,0,0,0,73,40,515,2,29,0,0,0,0,0,64,6.4,
J. Agnew,WR,Jax,11,,,400,-,400,370,-,370,367,-,367,0%,10,,0,0,0,0,0,0,0,0,7,111,1,3,39,24,229,1,14,599,1,0,0,0,52,5.2,
N. Westbrook-Ikhine,WR,Ten,6,,,400,-,400,262,-,262,258,-,258,1%,16,,0,0,0,0,0,0,0,0,0,0,0,0,57,38,476,4,23,0,0,0,1,1,70,4.4,
C. Davis,WR,NYJ,10,,,180,-,180,164,-,164,159,-,159,10%,9,,0,0,0,0,0,0,0,0,0,0,0,0,59,34,492,4,23,0,0,0,2,1,71,7.9,
R. McCloud III,WR,SF,9,,,400,-,400,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,2,15,0,0,66,39,277,0,18,1143,0,0,1,1,27,1.7,
C. Kmet,TE,Chi,14,,,116,-,116,112,-,112,108,-,108,79%,17,,0,0,0,0,0,0,0,0,1,0,0,0,93,60,612,0,29,0,0,0,0,0,61,3.6,
D. Njoku,TE,Cle,9,,,128,-,128,131,-,131,142,-,142,63%,16,,0,0,0,0,0,0,0,0,1,1,0,0,53,36,475,4,17,0,0,0,0,0,72,4.5,
N. Agholor,WR,NE,10,,,273,-,273,235,-,235,230,-,230,2%,15,,0,0,0,0,0,0,0,0,3,11,0,0,64,37,473,3,23,0,0,0,0,0,66,4.4,
Z. Jones,WR,Jax,11,,,270,-,270,218,-,218,213,-,213,1%,17,,0,0,0,0,0,0,0,0,2,3,0,0,70,47,546,1,29,0,0,0,1,1,59,3.5,
J. Guyton,WR,LAC,8,,,400,-,400,292,-,292,291,-,291,0%,16,,0,0,0,0,0,0,0,0,7,34,0,2,48,31,448,3,21,32,0,0,1,0,66,4.1,
O. Zaccheaus,WR,Atl,14,,,400,-,400,304,-,304,303,-,303,0%,17,,0,0,0,0,0,0,0,0,1,2,0,1,53,31,406,3,22,77,0,0,0,0,59,3.5,
D. Hilliard,RB,Ten,6,,,206,-,206,269,-,269,255,-,255,4%,8,,0,0,0,0,0,0,0,0,56,350,2,15,26,19,87,0,7,177,0,0,2,1,54,6.7,
S. Perine,RB,Cin,10,,,163,-,163,207,-,207,188,-,188,6%,16,,0,0,0,0,0,0,0,0,55,246,1,11,31,27,196,1,9,0,0,0,0,0,56,3.5,
R. Cobb,WR,GB,14,,,266,-,266,228,-,228,222,-,222,4%,12,,0,0,0,0,0,0,0,0,1,1,0,0,39,28,375,5,21,0,0,0,0,1,66,5.5,
R. Bateman,WR,Bal,10,,,67,-,67,62,-,62,60,-,60,92%,12,,0,0,0,0,0,0,0,0,0,0,0,0,68,46,515,1,29,0,0,0,0,0,58,4.8,
J. Crowder,WR,Buf,7,,,256,-,256,200,-,200,183,-,183,5%,12,,0,0,0,0,0,0,1,0,0,0,0,0,71,51,447,2,23,0,0,2,1,1,59,4.9,
J. Reagor,WR,Phi,7,,,303,-,303,267,-,267,252,-,252,1%,17,,0,0,0,0,0,0,0,0,10,32,0,3,57,33,299,2,13,482,0,0,0,0,45,2.7,
T. Coleman,RB,NYJ,10,,,400,-,400,279,-,279,286,-,286,0%,11,,0,0,0,0,0,0,0,0,84,356,0,19,16,11,49,0,2,317,0,0,0,0,41,3.7,
F. Swain,WR,Sea,11,,,400,-,400,374,-,374,352,-,352,0%,17,,0,0,0,0,0,0,0,0,5,32,0,2,40,25,343,4,12,189,0,0,0,0,62,3.6,
D. Johnson,RB,Buf,7,,,323,-,323,400,-,400,400,-,400,0%,5,,0,0,0,0,0,0,0,0,71,330,3,18,5,4,41,0,3,0,0,0,0,0,55,11.0,
C. Keenum,QB,Buf,7,,,400,-,400,400,-,400,400,-,400,0%,7,,47,25,462,3,1,0,5,25,12,22,0,6,0,0,0,0,0,0,0,0,1,1,30,4.2,
G. Minshew II,QB,Phi,7,,,400,-,400,381,-,381,400,-,400,0%,4,,41,19,439,4,1,0,5,24,9,21,0,2,0,0,0,0,0,0,0,0,1,0,35,8.7,
K. Golladay,WR,NYG,9,,,157,-,157,147,-,147,145,-,145,33%,14,,0,0,0,0,0,0,0,0,0,0,0,0,76,37,521,0,27,0,0,0,0,0,52,3.7,
I. McKenzie,WR,Buf,7,,,159,-,159,201,-,201,187,-,187,37%,15,,0,0,0,0,0,0,0,0,9,47,1,4,26,20,178,1,13,731,0,0,0,1,33,2.2,
J. Palmer,WR,LAC,8,,,220,-,220,171,-,171,161,-,161,13%,17,,0,0,0,0,0,0,0,0,1,6,0,0,49,33,353,4,18,0,0,0,0,0,60,3.5,
M. Gallup,WR,Dal,9,PUP-P,,234,-,234,132,-,132,137,-,137,40%,9,,0,0,0,0,0,0,0,0,0,0,0,0,62,35,445,2,23,0,0,0,0,0,57,6.3,
M. Valdes-Scantling,WR,KC,8,Q,,138,-,138,125,-,125,134,-,134,52%,11,,0,0,0,0,0,0,0,0,0,0,0,0,55,26,430,3,18,0,0,0,0,0,61,5.5,
K. Cole,WR,LV,6,,,400,-,400,400,-,400,400,-,400,0%,15,,0,1,0,0,0,0,0,0,0,0,0,0,51,28,449,1,20,140,0,0,0,0,51,3.4,
F. Moreau,TE,LV,6,,,277,-,277,294,-,294,298,-,298,1%,17,,0,0,0,0,0,0,0,0,0,0,0,0,44,30,373,3,16,0,0,0,1,0,55,3.3,
E. Engram,TE,Jax,11,,,150,-,150,159,-,159,158,-,158,21%,15,,0,0,0,0,0,0,0,0,1,-3,0,0,73,46,408,3,21,0,0,0,1,1,57,3.8,
T. Homer,RB,Sea,11,,,400,-,400,331,-,331,311,-,311,1%,14,,0,0,0,0,0,0,0,0,21,177,1,7,20,16,161,0,8,44,1,0,0,0,46,3.3,
T. Smith,WR,NO,14,Q,,276,-,276,254,-,254,245,-,245,0%,11,,0,0,0,0,0,0,0,0,0,0,0,0,50,32,377,3,18,0,0,0,1,0,56,5.1,
A. Dulin,WR,Ind,14,,,400,-,400,338,-,338,337,-,337,0%,17,,0,0,0,0,0,0,0,0,3,32,0,1,22,13,173,2,9,206,0,0,0,0,33,1.9,
J. Reynolds,WR,Det,6,,,289,-,289,248,-,248,246,-,246,0%,12,,0,0,0,0,0,0,0,0,0,0,0,0,49,29,396,2,21,0,0,0,0,0,52,4.3,
A. Hooper,TE,Ten,6,,,147,-,147,162,-,162,160,-,160,31%,16,,0,0,0,0,0,0,0,0,0,0,0,0,61,38,345,3,18,0,0,1,0,0,55,3.4,
D. Johnson,RB,Hou,6,NA,,348,-,348,400,-,400,400,-,400,0%,13,,0,0,0,0,0,0,0,0,67,228,0,7,42,32,225,1,11,0,0,0,1,1,49,3.8,
N. Collins,WR,Hou,6,,,144,-,144,161,-,161,155,-,155,22%,14,,0,0,0,0,0,0,0,0,0,0,0,0,60,33,446,1,22,0,0,0,0,0,51,3.6,
Z. Pascal,WR,Phi,7,,,400,-,400,343,-,343,340,-,340,0%,16,,0,0,0,0,0,0,0,0,2,21,0,0,69,38,384,3,15,14,0,0,1,1,57,3.5,
J. Jennings,WR,SF,9,,,400,-,400,323,-,323,318,-,318,0%,16,,0,0,0,0,0,0,0,0,0,0,0,0,38,24,282,5,15,0,0,0,1,0,58,3.6,
A. Robinson II,WR,LAR,7,,,40,-,40,54,-,54,47,-,47,97%,12,,0,0,0,0,0,0,0,0,0,0,0,0,66,38,410,1,22,0,0,1,0,0,49,4.1,
L. Treadwell,WR,Jax,11,,,400,-,400,327,-,327,322,-,322,0%,12,,0,0,0,0,0,0,0,0,0,0,0,0,51,33,434,1,22,0,0,0,0,0,49,4.1,
J. Wilson Jr.,RB,SF,9,,,328,-,328,211,-,211,208,-,208,3%,9,,0,0,0,0,0,0,0,0,79,294,2,19,8,7,31,0,1,0,0,0,1,0,45,4.9,
M. Alie-Cox,TE,Ind,14,,,176,-,176,203,-,203,214,-,214,7%,17,,0,0,0,0,0,0,0,0,0,0,0,0,45,24,316,4,14,0,0,0,1,0,56,3.3,
J. Grant Sr.,WR,Cle,9,IR,,400,-,400,400,-,400,400,-,400,0%,15,,0,0,0,0,0,0,0,0,5,33,0,2,17,11,132,2,7,848,1,0,1,3,29,1.9,
J. Patterson,RB,Was,14,,,400,-,400,295,-,295,301,-,301,0%,17,,0,0,0,0,0,0,0,0,68,266,2,15,11,10,73,0,5,0,0,0,1,0,46,2.7,
J. Jones,WR,TB,11,,,171,-,171,155,-,155,151,-,151,47%,10,,0,0,0,0,0,0,0,0,0,0,0,0,48,31,434,1,19,0,0,0,0,0,49,4.9,
C. Rogers,WR,Hou,6,IR,,400,-,400,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,1,9,0,0,43,30,301,1,12,575,0,0,0,1,35,2.2,
K. Toney,WR,NYG,9,Q,,109,-,109,106,-,106,107,-,107,60%,10,,1,2,19,0,0,0,1,1,3,6,0,0,57,39,420,0,21,0,0,0,0,0,43,4.3,
D. Gore,RB,KC,8,NA,,400,-,400,400,-,400,400,-,400,0%,11,,0,0,0,0,0,0,0,0,51,256,2,12,9,8,105,0,3,0,0,0,0,0,48,4.4,
J. Jeudy,WR,Den,9,,,61,-,61,59,-,59,61,-,61,95%,10,,0,0,0,0,0,0,0,0,2,3,0,0,56,38,467,0,22,0,0,0,1,0,47,4.7,
T. Boyle,QB,Det,6,,,400,-,400,400,-,400,400,-,400,0%,5,,61,33,526,3,6,0,0,28,2,13,0,1,0,0,0,0,0,0,0,1,1,0,30,6.1,
J. McNichols,RB,Pit,9,IR,,400,-,400,373,-,373,399,-,399,0%,14,,0,0,0,0,0,0,0,0,41,156,0,6,38,28,240,1,11,31,0,0,0,0,46,3.3,
D. Williams,RB,Atl,14,,,400,-,400,212,-,212,205,-,205,1%,12,,0,0,0,0,0,0,0,0,40,164,2,11,23,16,103,1,3,0,0,0,0,0,45,3.7,
M. Hollins,WR,LV,6,,,400,-,400,355,-,355,355,-,355,0%,17,,0,0,0,0,0,0,0,0,0,0,0,0,28,14,223,4,11,0,0,0,0,0,46,2.7,
T. Hilton,WR,Ind,14,NA,,336,-,336,400,-,400,400,-,400,0%,10,,0,0,0,0,0,0,0,0,0,0,0,0,37,23,331,3,15,0,0,0,0,0,51,5.1,
K. Juszczyk,RB,SF,9,,,400,-,400,363,-,363,344,-,344,0%,17,,0,0,0,0,0,0,0,0,8,22,1,3,38,30,296,1,16,0,0,0,0,0,44,2.6,
P. Lindsay,RB,Ind,14,,,400,-,400,244,-,244,259,-,259,1%,14,,0,0,0,0,0,0,0,0,88,249,1,11,5,4,45,1,1,72,0,0,0,0,41,3.0,
C. Brate,TE,TB,11,,,223,-,223,225,-,225,227,-,227,7%,17,,0,0,0,0,0,0,0,0,0,0,0,0,57,30,245,4,15,0,0,0,0,0,49,2.9,
D. Felton,RB,Cle,9,,,400,-,400,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,7,24,0,0,21,18,181,2,10,399,0,0,0,0,33,2.0,
G. Igwebuike,RB,Det,6,,,400,-,400,400,-,400,400,-,400,0%,17,,0,0,0,0,0,0,0,0,18,118,1,7,10,7,60,0,4,697,0,0,2,2,20,1.2,
S. Shepard,WR,NYG,9,Q,,267,-,267,210,-,210,190,-,190,2%,7,,0,0,0,0,0,0,0,0,1,-9,0,0,53,36,366,1,19,0,0,0,0,0,42,6.0,
P. Walker,QB,Car,13,,,400,-,400,400,-,400,400,-,400,0%,5,,36,30,362,1,3,0,7,19,7,13,0,2,0,0,0,0,0,0,0,1,3,1,17,3.4,
A. Firkser,TE,Atl,14,,,400,-,400,298,-,298,292,-,292,0%,15,,0,0,0,0,0,0,0,0,0,0,0,0,43,34,291,2,15,0,0,0,2,1,39,2.6,
J. Love,QB,GB,14,,,400,-,400,400,-,400,400,-,400,1%,6,,36,26,411,2,3,0,3,22,12,27,0,1,0,0,0,0,0,0,0,1,3,1,24,4.0,
D. Arnold,TE,Jax,11,,,288,-,288,231,-,231,232,-,232,1%,11,,0,0,0,0,0,0,0,0,0,0,0,0,52,35,408,0,20,13,0,1,1,1,41,3.7,
S. Watkins,WR,GB,14,,,247,-,247,224,-,224,225,-,225,20%,13,,0,0,0,0,0,0,0,0,0,0,0,0,49,27,394,1,17,0,0,0,1,1,43,3.3,
D. Slayton,WR,NYG,9,Q,,400,-,400,255,-,255,249,-,249,0%,13,,0,0,0,0,0,0,0,0,1,-13,0,0,58,26,339,2,14,0,0,0,1,1,43,3.3,
C. Carson,RB,Sea,11,NA,,322,-,322,400,-,400,400,-,400,1%,4,,0,0,0,0,0,0,0,0,54,232,3,11,6,6,29,0,1,0,0,0,1,1,42,10.5,
C. Conley,WR,Hou,6,,,400,-,400,329,-,329,324,-,324,0%,16,,0,0,0,0,0,0,0,0,1,3,0,1,37,22,323,2,15,0,0,0,1,1,43,2.7,
D. Robinson,WR,Bal,10,,,400,-,400,316,-,316,314,-,314,0%,17,,0,0,0,0,0,0,0,0,0,0,0,0,41,25,264,3,13,3,0,0,0,0,44,2.6,
H. Bryant,TE,Cle,9,,,400,-,400,270,-,270,273,-,273,0%,16,,0,0,0,0,0,0,0,0,0,0,0,0,28,21,233,3,14,0,0,0,0,0,41,2.6,
C. Ridley,WR,Atl,14,SUSP,,321,-,321,400,-,400,400,-,400,2%,5,,0,0,0,0,0,0,0,0,0,0,0,0,52,31,281,2,16,0,0,0,0,0,40,8.0,
A. Okwuegbunam,TE,Den,9,,,112,-,112,130,-,130,141,-,141,78%,14,,0,0,0,0,0,0,0,0,0,0,0,0,40,33,330,2,15,0,0,0,1,1,43,3.1,
D. Byrd,WR,Atl,14,,,400,-,400,400,-,400,400,-,400,0%,17,,0,0,0,0,0,0,0,0,0,0,0,0,38,26,329,1,18,0,0,1,0,1,39,2.3,
C. Rush,QB,Dal,9,,,400,-,400,400,-,400,400,-,400,0%,5,,30,17,422,3,1,0,3,18,9,-8,0,0,0,0,0,0,0,0,0,0,1,1,25,5.0,
J. Smith,TE,NE,10,,,286,-,286,206,-,206,209,-,209,2%,16,,0,0,0,0,0,0,0,0,9,40,0,2,45,28,294,1,15,0,0,0,1,0,39,2.5,
D. Ogunbowale,RB,Hou,6,,,400,-,400,383,-,383,396,-,396,0%,17,,0,0,0,0,0,0,0,0,43,137,1,5,21,13,114,1,3,0,0,0,0,0,37,2.2,
R. Griffin,TE,Chi,14,Q,,400,-,400,400,-,400,400,-,400,0%,14,,0,0,0,0,0,0,0,0,0,0,0,0,42,27,261,2,14,8,0,0,1,0,38,2.7,
D. Smythe,TE,Mia,11,,,400,-,400,387,-,387,371,-,371,0%,17,,0,0,0,0,0,0,0,0,2,3,0,2,41,34,357,0,15,0,0,0,0,0,36,2.1,
C. Hyde,RB,Jax,11,NA,,400,-,400,400,-,400,400,-,400,0%,12,,0,0,0,0,0,0,0,0,72,253,1,14,22,12,65,0,1,0,0,0,2,2,34,2.8,
G. Swaim,TE,Ten,6,,,400,-,400,352,-,352,348,-,348,0%,16,,0,0,0,0,0,0,0,0,0,0,0,0,40,31,210,3,12,0,0,0,0,0,39,2.4,
R. Seals-Jones,TE,NYG,9,IR,,272,-,272,400,-,400,400,-,400,1%,13,,0,0,0,0,0,0,0,0,0,0,0,0,49,30,271,2,14,0,0,0,0,0,39,3.0,
A. Roberts,WR,Car,13,,,400,-,400,400,-,400,400,-,400,0%,16,,0,0,0,0,0,0,0,0,3,19,0,0,2,1,35,0,1,1109,1,0,0,2,7,0.5,
J. Johnson,TE,NO,14,,,400,-,400,348,-,348,353,-,353,0%,14,,0,0,0,0,0,0,0,0,0,0,0,0,21,13,159,4,12,0,0,0,0,0,40,2.9,
D. Parham Jr.,TE,LAC,8,Q,,400,-,400,284,-,284,288,-,288,1%,14,,0,0,0,0,0,0,0,0,0,0,0,0,27,20,190,3,13,0,0,1,0,0,39,2.8,
J. Washington,WR,Dal,9,O,,400,-,400,305,-,305,306,-,306,1%,15,,0,0,0,0,0,0,0,0,2,13,0,1,44,24,285,2,9,0,0,0,0,0,42,2.8,
C. Evans,RB,Cin,10,,,228,-,228,249,-,249,237,-,237,3%,14,,0,0,0,0,0,0,0,0,17,77,0,3,17,15,151,2,6,58,0,0,0,0,35,2.5,
T. Johnson,WR,TB,11,,,400,-,400,339,-,339,328,-,328,0%,17,,0,0,0,0,0,0,0,0,0,0,0,0,55,36,360,0,14,10,0,0,0,0,36,2.1,
J. Hasty,RB,SF,9,,,400,-,400,400,-,400,380,-,380,0%,11,,0,0,0,0,0,0,0,0,16,68,1,6,29,23,157,0,7,145,0,0,1,1,27,2.4,
G. Bernard,RB,TB,11,Q,,400,-,400,274,-,274,253,-,253,0%,12,,0,0,0,0,0,0,0,0,8,58,0,3,29,23,123,3,8,60,0,0,1,0,36,3.0,
C. Sims,WR,Was,14,Q,,400,-,400,400,-,400,400,-,400,0%,14,,0,0,0,0,0,0,0,0,1,7,0,0,23,15,211,2,11,0,0,0,0,0,34,2.4,
R. Higgins,WR,Car,13,,,400,-,400,319,-,319,319,-,319,0%,15,,0,0,0,0,0,0,0,0,0,0,0,0,47,24,275,1,16,0,0,0,0,0,34,2.2,
A. Trautman,TE,NO,14,,,278,-,278,220,-,220,221,-,221,1%,13,,0,0,0,0,0,0,0,0,0,0,0,0,43,27,263,2,13,0,0,0,1,1,36,2.8,
L. Bell,RB,TB,11,NA,,400,-,400,400,-,400,400,-,400,0%,8,,0,0,0,0,0,0,0,0,39,101,2,9,7,5,30,1,3,0,0,1,0,0,33,4.1,
M. Goodwin,WR,Sea,11,Q,,400,-,400,400,-,400,400,-,400,0%,14,,0,0,0,0,0,0,0,0,2,-1,0,0,40,20,313,1,12,0,0,0,1,0,37,2.7,
A. Schwartz,WR,Cle,9,,,400,-,400,322,-,322,320,-,320,0%,14,,0,0,0,0,0,0,0,0,6,39,0,4,23,10,135,1,6,322,0,0,0,0,23,1.7,
M. Breida,RB,NYG,9,Q,,285,-,285,234,-,234,239,-,239,1%,9,,0,0,0,0,0,0,0,0,26,125,1,5,9,7,72,2,4,27,0,0,1,1,36,4.0,
C. Clement,RB,Bal,10,NA,,400,-,400,400,-,400,400,-,400,0%,17,,0,0,0,0,0,0,0,0,33,140,0,7,7,6,29,1,1,215,0,0,0,0,23,1.3,
