player_id,average_elixir,win_rate,cards_used,arena_level,trophy_count,deck_type,won
245,3.54,0.65,"['Tesla', 'Hog Rider', 'Log', 'Bandit']",10,4185,Aggro,0
246,3.25,0.58,"['Tesla', 'Electro Wizard', 'P.E.K.K.A', 'Bandit']",14,5225,Cycle,1
247,4.72,0.44,"['Mega Minion', 'Bandit', 'P.E.K.K.A', 'Cannon']",15,3461,Beatdown,0
248,4.33,0.59,"['Golem', 'Fireball', 'Hog Rider', 'Tesla']",11,4208,Cycle,0
249,2.94,0.66,"['Tesla', 'Log', 'Arrows', 'Mega Minion']",11,3355,Siege,0
250,2.96,0.44,"['Electro Wizard', 'Cannon', 'Hog Rider', 'P.E.K.K.A']",12,3964,Siege,1
251,4.89,0.49,"['Golem', 'Baby Dragon', 'Hog Rider', 'P.E.K.K.A']",14,4472,Control,0
252,4.17,0.54,"['Fireball', 'Log', 'Ice Spirit', 'Mega Minion']",14,4273,Aggro,1
253,3.42,0.47,"['Fireball', 'Bandit', 'Tesla', 'Arrows']",14,5481,Beatdown,1
254,4.25,0.67,"['Mini P.E.K.K.A', 'Mega Minion', 'Tesla', 'Ice Spirit']",15,3894,Control,0
255,3.81,0.56,"['Electro Wizard', 'Zap', 'Baby Dragon', 'Arrows']",9,5243,Cycle,0
256,3.93,0.44,"['Electro Wizard', 'Arrows', 'Mega Minion', 'Bandit']",9,5786,Control,1
257,2.73,0.55,"['Mini P.E.K.K.A', 'Hog Rider', 'Bandit', 'Fireball']",13,4701,Siege,0
258,3.9,0.6,"['P.E.K.K.A', 'Golem', 'Hog Rider', 'Log']",11,3012,Control,0
259,2.61,0.5,"['Zap', 'Mega Minion', 'Hog Rider', 'Tesla']",12,3129,Beatdown,1
260,2.95,0.44,"['Ice Spirit', 'Golem', 'Tesla', 'Log']",11,4566,Siege,1
261,3.44,0.6,"['Ice Spirit', 'Arrows', 'Mega Minion', 'Fireball']",14,4424,Aggro,0
262,4.98,0.52,"['Fireball', 'Golem', 'Cannon', 'Hog Rider']",15,3093,Beatdown,1
263,4.18,0.56,"['Mega Minion', 'Log', 'Cannon', 'Mini P.E.K.K.A']",12,4417,Control,1
264,2.97,0.66,"['Mini P.E.K.K.A', 'Zap', 'Hog Rider', 'Ice Spirit']",12,5518,Aggro,0
265,3.02,0.43,"['Hog Rider', 'Bandit', 'Baby Dragon', 'Ice Spirit']",14,3199,Control,0
266,3.51,0.47,"['Cannon', 'Mini P.E.K.K.A', 'Arrows', 'Hog Rider']",10,5063,Beatdown,0
267,4.54,0.62,"['Electro Wizard', 'Baby Dragon', 'Arrows', 'Ice Spirit']",15,4313,Control,1
268,4.69,0.7,"['Mega Minion', 'Cannon', 'Log', 'P.E.K.K.A']",11,3249,Cycle,0
269,4.06,0.53,"['Bandit', 'Hog Rider', 'Electro Wizard', 'Ice Spirit']",14,4561,Cycle,1
270,4.24,0.52,"['P.E.K.K.A', 'Log', 'Fireball', 'Mega Minion']",12,3987,Control,1
271,4.64,0.44,"['Bandit', 'Hog Rider', 'Mega Minion', 'Log']",12,5282,Cycle,0
272,3.47,0.48,"['Electro Wizard', 'Ice Spirit', 'Zap', 'Bandit']",15,4519,Aggro,0
273,2.63,0.51,"['Baby Dragon', 'Tesla', 'Hog Rider', 'Zap']",10,5406,Cycle,0
274,3.7,0.66,"['Electro Wizard', 'P.E.K.K.A', 'Hog Rider', 'Cannon']",10,3480,Siege,0
275,4.24,0.61,"['Log', 'Cannon', 'Mega Minion', 'Electro Wizard']",15,4159,Siege,1
276,3.83,0.51,"['P.E.K.K.A', 'Electro Wizard', 'Mega Minion', 'Bandit']",12,3403,Siege,1
277,4.79,0.51,"['Log', 'Hog Rider', 'Baby Dragon', 'Cannon']",14,3597,Aggro,1
278,3.88,0.58,"['Golem', 'Log', 'P.E.K.K.A', 'Fireball']",10,4351,Control,1
279,3.92,0.47,"['Mega Minion', 'Ice Spirit', 'Arrows', 'Electro Wizard']",11,5001,Siege,1
280,2.92,0.64,"['Fireball', 'Tesla', 'Golem', 'Mega Minion']",12,3753,Cycle,0
281,3.81,0.65,"['Zap', 'Arrows', 'Ice Spirit', 'Hog Rider']",15,3026,Siege,0
282,4.61,0.47,"['Golem', 'Fireball', 'Hog Rider', 'Cannon']",13,4867,Beatdown,0
283,4.04,0.6,"['Baby Dragon', 'Bandit', 'Ice Spirit', 'Arrows']",9,3027,Cycle,1
284,2.53,0.56,"['P.E.K.K.A', 'Mega Minion', 'Tesla', 'Hog Rider']",13,5858,Siege,0
285,2.77,0.43,"['Fireball', 'Cannon', 'Arrows', 'Baby Dragon']",13,4033,Beatdown,1
286,4.49,0.42,"['Log', 'Bandit', 'Baby Dragon', 'Cannon']",14,3925,Beatdown,0
287,4.13,0.66,"['Mini P.E.K.K.A', 'Hog Rider', 'Zap', 'Log']",12,4544,Cycle,1
288,2.64,0.4,"['Fireball', 'Zap', 'Bandit', 'Log']",14,4356,Cycle,0
289,4.74,0.68,"['Cannon', 'Tesla', 'Golem', 'Baby Dragon']",12,4110,Aggro,0
290,4.21,0.48,"['Mega Minion', 'Baby Dragon', 'Ice Spirit', 'Hog Rider']",10,4288,Aggro,0
291,3.97,0.63,"['Golem', 'Arrows', 'Log', 'Zap']",11,3665,Cycle,0
292,3.92,0.65,"['Ice Spirit', 'Mega Minion', 'Electro Wizard', 'Log']",15,3573,Aggro,1
293,2.63,0.53,"['Arrows', 'Zap', 'Electro Wizard', 'Baby Dragon']",15,5514,Cycle,1
294,4.92,0.5,"['Ice Spirit', 'P.E.K.K.A', 'Mini P.E.K.K.A', 'Bandit']",12,3934,Beatdown,1
295,3.58,0.6,"['Ice Spirit', 'Log', 'Zap', 'Baby Dragon']",11,4009,Aggro,0
296,3.17,0.51,"['Mini P.E.K.K.A', 'Ice Spirit', 'Fireball', 'Golem']",12,4297,Beatdown,0
297,2.73,0.68,"['Bandit', 'Electro Wizard', 'Mini P.E.K.K.A', 'P.E.K.K.A']",9,3542,Aggro,0
298,3.58,0.57,"['Mega Minion', 'Log', 'Zap', 'Hog Rider']",9,4449,Cycle,0
299,3.99,0.64,"['Arrows', 'Log', 'Hog Rider', 'P.E.K.K.A']",12,4588,Aggro,0
300,3.93,0.45,"['Log', 'Fireball', 'Arrows', 'P.E.K.K.A']",11,4099,Siege,0
301,2.66,0.53,"['Log', 'P.E.K.K.A', 'Bandit', 'Zap']",11,4030,Control,1
302,3.98,0.46,"['Zap', 'Fireball', 'P.E.K.K.A', 'Hog Rider']",12,4360,Cycle,1
303,4.51,0.5,"['Electro Wizard', 'Log', 'Ice Spirit', 'Baby Dragon']",10,4230,Beatdown,0
304,3.7,0.45,"['Log', 'Electro Wizard', 'P.E.K.K.A', 'Golem']",14,5592,Siege,0
305,3.31,0.48,"['Mini P.E.K.K.A', 'Log', 'Electro Wizard', 'Zap']",13,3818,Cycle,0
306,4.2,0.57,"['Golem', 'Bandit', 'Tesla', 'Cannon']",12,4193,Aggro,1
307,4.18,0.44,"['P.E.K.K.A', 'Cannon', 'Tesla', 'Ice Spirit']",10,5929,Siege,1
308,2.68,0.7,"['Bandit', 'Baby Dragon', 'Log', 'Mega Minion']",13,5833,Siege,0
309,4.48,0.51,"['Tesla', 'Mini P.E.K.K.A', 'Mega Minion', 'Baby Dragon']",14,3348,Aggro,0
310,4.14,0.51,"['Ice Spirit', 'Baby Dragon', 'Hog Rider', 'Arrows']",14,5774,Siege,1
311,4.91,0.53,"['Hog Rider', 'Zap', 'P.E.K.K.A', 'Cannon']",13,5124,Cycle,0
312,3.61,0.52,"['Mini P.E.K.K.A', 'Ice Spirit', 'Baby Dragon', 'Golem']",13,3617,Beatdown,0
313,3.71,0.49,"['Tesla', 'Zap', 'Arrows', 'Golem']",10,4426,Beatdown,1
314,3.64,0.46,"['Bandit', 'Electro Wizard', 'Tesla', 'Zap']",12,5957,Siege,1
315,2.67,0.41,"['Golem', 'Zap', 'Hog Rider', 'Electro Wizard']",14,3447,Control,0
316,3.79,0.57,"['Electro Wizard', 'Mega Minion', 'Log', 'Bandit']",10,4659,Control,0
317,4.1,0.53,"['Hog Rider', 'Golem', 'Baby Dragon', 'Cannon']",12,5425,Siege,1
318,2.51,0.46,"['P.E.K.K.A', 'Mini P.E.K.K.A', 'Golem', 'Zap']",13,3416,Cycle,0
319,3.41,0.46,"['Zap', 'P.E.K.K.A', 'Ice Spirit', 'Bandit']",13,5617,Beatdown,1
320,4.03,0.58,"['Electro Wizard', 'Tesla', 'Bandit', 'Baby Dragon']",10,5759,Beatdown,0
321,4.18,0.49,"['Cannon', 'P.E.K.K.A', 'Zap', 'Fireball']",11,5840,Control,1
322,3.55,0.44,"['Log', 'Tesla', 'Fireball', 'Bandit']",14,5201,Control,0
323,3.72,0.44,"['Electro Wizard', 'Arrows', 'Bandit', 'Baby Dragon']",9,4470,Aggro,1
324,2.84,0.64,"['Mega Minion', 'Tesla', 'Ice Spirit', 'Bandit']",12,5804,Siege,1
325,4.28,0.53,"['Fireball', 'Zap', 'Baby Dragon', 'Hog Rider']",15,3903,Beatdown,0
326,3.19,0.56,"['Fireball', 'Mini P.E.K.K.A', 'Bandit', 'Baby Dragon']",14,5028,Cycle,0
327,3.93,0.48,"['Mega Minion', 'Arrows', 'Electro Wizard', 'Tesla']",15,3170,Siege,0
328,4.97,0.43,"['Arrows', 'Ice Spirit', 'Mini P.E.K.K.A', 'Cannon']",11,3132,Siege,1
329,3.37,0.65,"['Bandit', 'Arrows', 'Zap', 'Cannon']",10,5408,Beatdown,1
330,2.91,0.44,"['Cannon', 'Arrows', 'Tesla', 'Hog Rider']",13,4436,Cycle,1
331,3.99,0.45,"['Golem', 'P.E.K.K.A', 'Arrows', 'Baby Dragon']",11,5107,Aggro,0
332,4.91,0.64,"['Tesla', 'Hog Rider', 'P.E.K.K.A', 'Ice Spirit']",10,5873,Control,0
333,2.87,0.5,"['Cannon', 'Mini P.E.K.K.A', 'Ice Spirit', 'Log']",12,3582,Cycle,1
334,4.07,0.51,"['Zap', 'Ice Spirit', 'Mini P.E.K.K.A', 'Tesla']",12,5111,Beatdown,1
335,3.64,0.55,"['Baby Dragon', 'Hog Rider', 'Mini P.E.K.K.A', 'Golem']",9,5993,Siege,1
336,4.63,0.64,"['Log', 'Cannon', 'Tesla', 'Arrows']",12,4099,Beatdown,1
337,3.34,0.57,"['Baby Dragon', 'Arrows', 'Bandit', 'Electro Wizard']",14,3198,Aggro,0
338,4.07,0.65,"['Hog Rider', 'Zap', 'Fireball', 'Bandit']",12,3002,Siege,0
339,4.99,0.67,"['Tesla', 'Ice Spirit', 'P.E.K.K.A', 'Fireball']",15,4122,Aggro,1
340,3.13,0.51,"['Tesla', 'Ice Spirit', 'Fireball', 'Hog Rider']",12,5562,Beatdown,0
341,3.57,0.43,"['Zap', 'Hog Rider', 'Cannon', 'Bandit']",9,3543,Cycle,0
342,3.8,0.53,"['Hog Rider', 'Golem', 'Electro Wizard', 'Zap']",15,4729,Control,1
343,2.68,0.51,"['Golem', 'Mini P.E.K.K.A', 'Zap', 'Arrows']",11,4505,Beatdown,0
344,3.46,0.64,"['Arrows', 'Fireball', 'Ice Spirit', 'Mini P.E.K.K.A']",10,3280,Cycle,0
345,4.03,0.45,"['Electro Wizard', 'Golem', 'Cannon', 'Ice Spirit']",14,3620,Siege,1
346,4.65,0.43,"['Zap', 'Fireball', 'Mini P.E.K.K.A', 'Tesla']",13,5990,Siege,1
347,4.91,0.49,"['Fireball', 'Cannon', 'P.E.K.K.A', 'Ice Spirit']",9,4016,Cycle,1
348,4.45,0.61,"['Arrows', 'Tesla', 'Ice Spirit', 'P.E.K.K.A']",10,5120,Cycle,0
349,4.37,0.49,"['Hog Rider', 'Mini P.E.K.K.A', 'Arrows', 'Cannon']",12,4580,Aggro,0
350,3.75,0.58,"['Mega Minion', 'Hog Rider', 'Electro Wizard', 'Mini P.E.K.K.A']",10,4584,Cycle,1
351,3.41,0.6,"['Mini P.E.K.K.A', 'Bandit', 'Tesla', 'Zap']",9,5405,Aggro,0
352,3.16,0.41,"['Hog Rider', 'Mini P.E.K.K.A', 'Log', 'Mega Minion']",11,5574,Cycle,1
353,3.56,0.52,"['Ice Spirit', 'Mega Minion', 'Arrows', 'Baby Dragon']",10,4136,Aggro,1
354,2.7,0.68,"['Mini P.E.K.K.A', 'Fireball', 'Mega Minion', 'Electro Wizard']",12,5402,Aggro,1
355,4.25,0.62,"['Arrows', 'Cannon', 'Hog Rider', 'Tesla']",9,4779,Aggro,1
356,4.03,0.42,"['Ice Spirit', 'Golem', 'Tesla', 'Arrows']",10,3489,Aggro,0
357,4.25,0.45,"['Electro Wizard', 'Mega Minion', 'Arrows', 'Golem']",11,3683,Beatdown,0
358,4.37,0.66,"['Golem', 'Zap', 'Mini P.E.K.K.A', 'Hog Rider']",11,4758,Beatdown,0
359,3.16,0.69,"['Ice Spirit', 'Zap', 'Bandit', 'Mini P.E.K.K.A']",13,4475,Aggro,1
360,4.65,0.45,"['Fireball', 'P.E.K.K.A', 'Mini P.E.K.K.A', 'Zap']",13,5761,Aggro,0
361,4.35,0.4,"['Arrows', 'Tesla', 'Hog Rider', 'Cannon']",9,4932,Beatdown,1
362,4.8,0.45,"['Arrows', 'Hog Rider', 'Mega Minion', 'Golem']",14,5685,Siege,0
363,3.3,0.52,"['Golem', 'Electro Wizard', 'P.E.K.K.A', 'Zap']",13,4527,Aggro,0
364,2.95,0.64,"['Hog Rider', 'Log', 'Zap', 'Bandit']",15,4156,Beatdown,1
365,2.72,0.54,"['Electro Wizard', 'Cannon', 'P.E.K.K.A', 'Baby Dragon']",15,4244,Cycle,0
366,3.66,0.58,"['Bandit', 'Mini P.E.K.K.A', 'Arrows', 'Cannon']",14,5238,Control,0
367,2.52,0.52,"['Cannon', 'Mega Minion', 'Electro Wizard', 'Ice Spirit']",15,5840,Aggro,1
368,2.5,0.6,"['Arrows', 'Golem', 'Tesla', 'P.E.K.K.A']",9,3840,Cycle,0
369,3.55,0.69,"['Fireball', 'Golem', 'P.E.K.K.A', 'Zap']",9,3948,Cycle,1
370,4.25,0.51,"['Golem', 'Zap', 'Baby Dragon', 'Arrows']",13,3546,Siege,0
371,3.98,0.42,"['Ice Spirit', 'Fireball', 'Cannon', 'P.E.K.K.A']",11,4290,Siege,1
372,3.3,0.48,"['Zap', 'Cannon', 'Fireball', 'Baby Dragon']",9,3636,Aggro,0
373,3.62,0.49,"['Zap', 'Mega Minion', 'Electro Wizard', 'Cannon']",12,4262,Siege,1
374,4.63,0.43,"['Mini P.E.K.K.A', 'Ice Spirit', 'P.E.K.K.A', 'Golem']",14,5471,Aggro,0
375,4.59,0.5,"['Zap', 'Golem', 'Cannon', 'Electro Wizard']",12,5103,Aggro,1
376,3.15,0.7,"['Hog Rider', 'Log', 'Bandit', 'Mega Minion']",14,5253,Control,0
377,3.66,0.64,"['Fireball', 'Zap', 'Hog Rider', 'Mini P.E.K.K.A']",15,3910,Control,0
378,4.56,0.51,"['Ice Spirit', 'Tesla', 'Zap', 'Baby Dragon']",13,4060,Aggro,0
379,4.99,0.46,"['Ice Spirit', 'Bandit', 'Mini P.E.K.K.A', 'Fireball']",9,4358,Aggro,0
380,4.86,0.42,"['Tesla', 'Baby Dragon', 'Log', 'Golem']",12,5032,Aggro,1
381,4.21,0.45,"['Cannon', 'Fireball', 'P.E.K.K.A', 'Mini P.E.K.K.A']",12,3608,Aggro,0
382,4.12,0.55,"['Tesla', 'Mega Minion', 'Bandit', 'Hog Rider']",9,4145,Siege,0
383,3.55,0.59,"['Mini P.E.K.K.A', 'Mega Minion', 'Cannon', 'Ice Spirit']",15,5226,Aggro,1
384,4.45,0.51,"['Mega Minion', 'Mini P.E.K.K.A', 'Bandit', 'Electro Wizard']",13,5057,Beatdown,1
385,3.18,0.41,"['Baby Dragon', 'Cannon', 'Hog Rider', 'P.E.K.K.A']",9,4932,Cycle,1
386,4.42,0.7,"['Fireball', 'Zap', 'Cannon', 'Ice Spirit']",10,4091,Cycle,0
387,4.41,0.68,"['Baby Dragon', 'Arrows', 'Mini P.E.K.K.A', 'Log']",11,3711,Control,0
388,3.98,0.64,"['Golem', 'Electro Wizard', 'Baby Dragon', 'Hog Rider']",14,5869,Beatdown,0
389,3.91,0.46,"['Mini P.E.K.K.A', 'Bandit', 'Mega Minion', 'P.E.K.K.A']",10,5008,Aggro,0
390,2.64,0.58,"['Hog Rider', 'Mega Minion', 'Bandit', 'Tesla']",11,5515,Control,0
391,3.35,0.45,"['Mini P.E.K.K.A', 'Arrows', 'Electro Wizard', 'Hog Rider']",9,3605,Cycle,0
392,4.44,0.65,"['Arrows', 'Electro Wizard', 'Zap', 'Tesla']",14,5712,Siege,0
393,3.34,0.5,"['Fireball', 'Golem', 'Log', 'Ice Spirit']",12,5659,Beatdown,0
394,4.27,0.57,"['Tesla', 'Baby Dragon', 'Mini P.E.K.K.A', 'Electro Wizard']",10,5726,Cycle,0
395,3.45,0.62,"['P.E.K.K.A', 'Fireball', 'Arrows', 'Golem']",9,5875,Cycle,1
396,4.63,0.63,"['Baby Dragon', 'Hog Rider', 'Fireball', 'Tesla']",11,5504,Control,0
397,4.84,0.44,"['Golem', 'Zap', 'Cannon', 'Electro Wizard']",11,3687,Aggro,1
398,3.62,0.48,"['Cannon', 'Golem', 'Zap', 'Electro Wizard']",11,3442,Aggro,0
399,3.46,0.62,"['Fireball', 'Log', 'Bandit', 'Arrows']",11,5236,Siege,0
400,4.57,0.64,"['Baby Dragon', 'Ice Spirit', 'Mini P.E.K.K.A', 'Arrows']",10,3666,Siege,0
401,4.5,0.41,"['Hog Rider', 'Electro Wizard', 'P.E.K.K.A', 'Zap']",9,4400,Control,1
402,2.9,0.42,"['Tesla', 'Zap', 'Electro Wizard', 'Baby Dragon']",13,4977,Aggro,1
403,4.86,0.45,"['Tesla', 'Log', 'Fireball', 'Hog Rider']",9,4356,Control,0
404,3.52,0.57,"['Tesla', 'Golem', 'Mega Minion', 'P.E.K.K.A']",14,4153,Beatdown,0
405,2.74,0.52,"['Mega Minion', 'Arrows', 'Bandit', 'Fireball']",9,4477,Aggro,1
406,2.72,0.65,"['Ice Spirit', 'Baby Dragon', 'Bandit', 'Cannon']",9,3105,Control,0
407,4.1,0.69,"['Bandit', 'Arrows', 'Zap', 'P.E.K.K.A']",15,4628,Siege,1
408,4.74,0.48,"['Ice Spirit', 'Mega Minion', 'Log', 'Fireball']",11,4562,Beatdown,0
409,3.61,0.48,"['Bandit', 'P.E.K.K.A', 'Cannon', 'Arrows']",13,3252,Control,0
410,2.71,0.5,"['Mega Minion', 'Log', 'Mini P.E.K.K.A', 'Baby Dragon']",10,5267,Aggro,1
411,4.55,0.53,"['Mega Minion', 'Ice Spirit', 'Bandit', 'Baby Dragon']",10,4950,Beatdown,0
412,3.49,0.66,"['Hog Rider', 'Mega Minion', 'Baby Dragon', 'Arrows']",15,5340,Cycle,0
413,2.8,0.63,"['Fireball', 'Tesla', 'Cannon', 'Mini P.E.K.K.A']",10,3174,Siege,0
414,4.97,0.53,"['Arrows', 'Ice Spirit', 'Fireball', 'Baby Dragon']",11,4309,Aggro,0
415,3.47,0.52,"['Electro Wizard', 'Arrows', 'P.E.K.K.A', 'Mega Minion']",12,3050,Cycle,1
416,2.78,0.44,"['Baby Dragon', 'Tesla', 'Arrows', 'Zap']",9,5304,Aggro,1
417,4.67,0.66,"['Tesla', 'Log', 'P.E.K.K.A', 'Arrows']",14,4988,Cycle,1
418,2.59,0.48,"['Fireball', 'Baby Dragon', 'Arrows', 'Ice Spirit']",14,4645,Aggro,1
419,4.72,0.5,"['Cannon', 'Hog Rider', 'Golem', 'Bandit']",11,4525,Aggro,1
420,4.54,0.49,"['P.E.K.K.A', 'Arrows', 'Bandit', 'Golem']",14,3402,Control,0
421,3.25,0.62,"['Mini P.E.K.K.A', 'Arrows', 'Electro Wizard', 'P.E.K.K.A']",14,4707,Cycle,0
422,2.97,0.46,"['Arrows', 'Log', 'Golem', 'Bandit']",15,5115,Beatdown,0
423,3.79,0.45,"['P.E.K.K.A', 'Golem', 'Mega Minion', 'Log']",10,5147,Cycle,0
424,2.93,0.66,"['Cannon', 'Arrows', 'Hog Rider', 'Tesla']",9,4869,Aggro,1
425,4.26,0.48,"['Arrows', 'Bandit', 'Mega Minion', 'Log']",14,3507,Aggro,0
426,3.43,0.58,"['Fireball', 'Arrows', 'Bandit', 'Baby Dragon']",13,4432,Beatdown,0
427,4.59,0.48,"['Arrows', 'Golem', 'Zap', 'P.E.K.K.A']",9,4583,Aggro,0
428,4.63,0.63,"['Cannon', 'Arrows', 'Tesla', 'Ice Spirit']",10,5775,Control,1
429,4.13,0.55,"['Arrows', 'Mini P.E.K.K.A', 'Tesla', 'Ice Spirit']",9,4941,Control,0
430,4.0,0.4,"['P.E.K.K.A', 'Baby Dragon', 'Mini P.E.K.K.A', 'Tesla']",14,5905,Beatdown,1
431,4.74,0.66,"['Bandit', 'P.E.K.K.A', 'Cannon', 'Tesla']",11,5773,Cycle,1
432,3.96,0.4,"['Ice Spirit', 'Arrows', 'Electro Wizard', 'Mega Minion']",14,5432,Cycle,1
433,3.25,0.43,"['Zap', 'Electro Wizard', 'P.E.K.K.A', 'Ice Spirit']",11,4134,Beatdown,1
434,2.97,0.56,"['Cannon', 'Hog Rider', 'Mini P.E.K.K.A', 'Baby Dragon']",12,5705,Beatdown,0
435,4.3,0.6,"['P.E.K.K.A', 'Tesla', 'Log', 'Mini P.E.K.K.A']",12,3144,Cycle,0
436,3.36,0.61,"['Ice Spirit', 'Mega Minion', 'Tesla', 'Bandit']",14,4468,Cycle,1
437,4.61,0.65,"['Tesla', 'Mega Minion', 'Fireball', 'P.E.K.K.A']",9,4928,Control,1
438,4.31,0.57,"['Tesla', 'Fireball', 'Ice Spirit', 'Electro Wizard']",14,3365,Control,1
439,3.06,0.66,"['Log', 'Mini P.E.K.K.A', 'Electro Wizard', 'Arrows']",11,5398,Beatdown,1
440,4.63,0.54,"['Arrows', 'Ice Spirit', 'Baby Dragon', 'Mini P.E.K.K.A']",13,3291,Siege,0
441,3.75,0.66,"['Log', 'Mega Minion', 'P.E.K.K.A', 'Tesla']",9,3617,Control,0
442,3.36,0.7,"['Tesla', 'Bandit', 'Fireball', 'Electro Wizard']",15,5931,Control,0
443,3.72,0.59,"['Fireball', 'Electro Wizard', 'Ice Spirit', 'Hog Rider']",9,4851,Beatdown,0
444,4.4,0.45,"['Mini P.E.K.K.A', 'Fireball', 'Bandit', 'Zap']",10,5516,Siege,1
445,3.51,0.69,"['Log', 'Hog Rider', 'Arrows', 'Mega Minion']",10,5992,Beatdown,0
446,4.73,0.63,"['Mega Minion', 'Cannon', 'Hog Rider', 'Ice Spirit']",9,5566,Control,0
447,4.23,0.5,"['Fireball', 'Zap', 'Log', 'Mega Minion']",13,4253,Control,0
448,4.56,0.49,"['P.E.K.K.A', 'Bandit', 'Golem', 'Mega Minion']",13,5146,Beatdown,1
449,4.72,0.7,"['Electro Wizard', 'Bandit', 'Tesla', 'Cannon']",10,4652,Aggro,0
450,3.06,0.7,"['Cannon', 'Golem', 'Hog Rider', 'Baby Dragon']",13,3692,Aggro,1
451,4.28,0.64,"['Log', 'Ice Spirit', 'P.E.K.K.A', 'Mega Minion']",13,3199,Cycle,0
452,4.15,0.6,"['Hog Rider', 'Tesla', 'Golem', 'Zap']",12,4819,Siege,0
453,3.87,0.54,"['Fireball', 'Cannon', 'Golem', 'Ice Spirit']",14,3038,Beatdown,1
454,4.15,0.6,"['P.E.K.K.A', 'Baby Dragon', 'Arrows', 'Golem']",10,4715,Aggro,0
455,3.21,0.64,"['Bandit', 'Cannon', 'Baby Dragon', 'Arrows']",15,4077,Cycle,0
456,3.39,0.52,"['Fireball', 'Hog Rider', 'Mega Minion', 'Bandit']",10,5818,Siege,1
457,3.09,0.4,"['Zap', 'Tesla', 'Baby Dragon', 'Ice Spirit']",12,3610,Aggro,0
458,4.31,0.43,"['P.E.K.K.A', 'Ice Spirit', 'Cannon', 'Bandit']",11,4081,Siege,0
459,2.75,0.45,"['Hog Rider', 'Arrows', 'P.E.K.K.A', 'Electro Wizard']",15,5772,Beatdown,1
460,4.35,0.43,"['Mini P.E.K.K.A', 'Hog Rider', 'Arrows', 'Fireball']",14,5650,Control,1
461,3.39,0.53,"['Baby Dragon', 'P.E.K.K.A', 'Golem', 'Zap']",11,4403,Control,0
462,3.5,0.69,"['P.E.K.K.A', 'Arrows', 'Log', 'Golem']",15,4958,Siege,0
463,2.78,0.61,"['Hog Rider', 'Arrows', 'Fireball', 'Zap']",12,5419,Siege,1
464,2.95,0.51,"['Electro Wizard', 'Baby Dragon', 'Hog Rider', 'Ice Spirit']",15,5978,Control,1
465,4.8,0.43,"['Log', 'Bandit', 'Hog Rider', 'Zap']",11,5682,Beatdown,0
466,4.26,0.6,"['Mini P.E.K.K.A', 'Golem', 'Baby Dragon', 'Arrows']",13,3917,Beatdown,0
467,3.58,0.62,"['Bandit', 'Electro Wizard', 'Ice Spirit', 'Mini P.E.K.K.A']",14,4576,Control,0
468,2.53,0.68,"['Mega Minion', 'Arrows', 'Bandit', 'Mini P.E.K.K.A']",15,3677,Aggro,1
469,3.3,0.5,"['P.E.K.K.A', 'Hog Rider', 'Mega Minion', 'Cannon']",13,5635,Siege,1
470,4.54,0.42,"['Bandit', 'Mini P.E.K.K.A', 'Baby Dragon', 'Tesla']",9,5041,Siege,1
471,2.8,0.55,"['Ice Spirit', 'Hog Rider', 'Zap', 'Log']",12,3146,Cycle,0
472,4.56,0.64,"['Baby Dragon', 'Ice Spirit', 'P.E.K.K.A', 'Mega Minion']",13,3847,Siege,1
473,3.41,0.42,"['Cannon', 'Arrows', 'Bandit', 'Electro Wizard']",13,5538,Cycle,1
474,4.29,0.51,"['Bandit', 'Zap', 'Arrows', 'Ice Spirit']",10,3008,Beatdown,1
475,4.57,0.69,"['P.E.K.K.A', 'Mega Minion', 'Arrows', 'Electro Wizard']",14,3435,Aggro,0
476,3.73,0.65,"['Golem', 'Tesla', 'Log', 'Zap']",11,5502,Control,0
477,2.8,0.66,"['Cannon', 'Bandit', 'Mini P.E.K.K.A', 'Tesla']",14,4384,Aggro,1
478,2.62,0.59,"['Ice Spirit', 'Baby Dragon', 'Zap', 'Bandit']",12,5697,Cycle,0
479,4.91,0.4,"['Golem', 'Hog Rider', 'Mega Minion', 'Log']",15,5396,Siege,0
480,4.23,0.45,"['Arrows', 'Fireball', 'Zap', 'Log']",14,5459,Cycle,1
481,3.76,0.52,"['Baby Dragon', 'Golem', 'Mini P.E.K.K.A', 'Cannon']",11,4629,Beatdown,1
482,3.63,0.44,"['Log', 'Baby Dragon', 'Golem', 'Mini P.E.K.K.A']",13,4224,Cycle,1
483,4.28,0.68,"['Ice Spirit', 'Cannon', 'Arrows', 'Mini P.E.K.K.A']",13,5926,Beatdown,1
484,4.8,0.44,"['Golem', 'Ice Spirit', 'Fireball', 'Mega Minion']",13,5843,Beatdown,0
485,4.4,0.57,"['Baby Dragon', 'Tesla', 'Ice Spirit', 'Golem']",12,5761,Cycle,1
486,4.69,0.53,"['Hog Rider', 'Mega Minion', 'Zap', 'Tesla']",12,3595,Aggro,0
487,3.0,0.63,"['Fireball', 'P.E.K.K.A', 'Ice Spirit', 'Arrows']",10,3254,Beatdown,0
488,4.38,0.41,"['Arrows', 'Bandit', 'Zap', 'Baby Dragon']",15,5766,Cycle,0
489,4.36,0.57,"['Cannon', 'Mega Minion', 'Mini P.E.K.K.A', 'Golem']",11,5838,Aggro,1
490,3.47,0.69,"['Ice Spirit', 'Electro Wizard', 'Mega Minion', 'Hog Rider']",9,4029,Control,1
